activity_date,user_id,value
2023-11-20,1.0,30143
2023-11-20,83.0,4905
2023-11-16,33.0,3936
2023-11-17,33.0,13720
2023-11-18,33.0,698
2023-11-19,33.0,5245
2023-11-19,81.0,3520
2023-11-19,1.0,280
2023-11-19,99.0,8103
2023-11-20,33.0,17852
2023-11-20,42.0,2233
2023-11-20,62.0,4169
2023-11-20,4.0,6452
2023-11-20,75.0,11447
2023-11-20,53.0,6801
2023-11-20,27.0,20446
2023-11-20,21.0,10093
2023-11-20,99.0,3549
2023-11-20,14.0,7412
2023-11-20,77.0,2104
2023-11-21,33.0,11
2023-11-18,4.0,3235
2023-11-19,4.0,386
2023-11-20,79.0,4339
2023-11-20,86.0,6017
2023-11-20,11.0,9638
2023-11-20,34.0,1929
2023-11-20,89.0,6756
2023-11-20,93.0,11329
2023-11-20,66.0,9272
2023-11-20,19.0,10126
2023-11-20,47.0,10452
2023-11-20,15.0,14496
2023-11-20,81.0,8923
2023-11-20,72.0,3244
2023-11-20,50.0,4150
2023-11-20,92.0,6640
2023-11-21,74.0,17802
2023-11-21,99.0,6626
2023-11-21,83.0,3850
2023-11-21,66.0,11474
2023-11-21,19.0,12197
2023-11-21,27.0,6205
2023-11-21,21.0,9427
2023-11-21,77.0,1237
2023-11-21,50.0,14038
2023-11-21,79.0,2902
2023-11-21,72.0,3441
2023-11-21,14.0,2603
2023-11-21,92.0,7911
2023-11-21,1.0,20266
2023-11-21,47.0,330
2023-11-21,15.0,7047
2023-11-21,81.0,8670
2023-11-21,62.0,4988
2023-11-21,86.0,10191
2023-11-21,68.0,7636
2023-11-21,4.0,10410
2023-11-21,42.0,283
2023-11-21,34.0,4518
2023-11-21,53.0,1864
2023-11-21,89.0,7398
2023-11-21,93.0,8604
2023-11-21,75.0,10695
2023-11-21,11.0,6553
2023-11-22,74.0,9
2023-11-22,15.0,17
